Object ID,National Inventory of Dams ID (NID ID),Other Structure ID,Federal ID,Data Last Updated,Dam Name,Other Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude (North–South),Longitude (East–West),State or Territory,County and State,Nearest City or Town,Distance to Nearest City/Town (Miles),River or Stream,Congressional Representative District,Congressional Representative,Federal Agency Owner,Federal Agency Involvement in Funding,Federal Agency Involvement in Design,Federal Agency Involvement in Construction,Federal Agency Involvement in Regulatory,Federal Agency Involvement in Inspection,Federal Agency Involvement in Operation,Federal Agency Involvement – Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,The material upon which dam is founded,Dam Height (feet),Hydraulic Height (feet),Structural Height (feet),National Inventory of Dams (NID) Height,Dam Length (feet),Dam Volume (cubic yards),Year Completed,National Inventory of Dams (NID) Storage,Maximum Storage,Normal Storage (acre feet),Surface Area (acres),Drainage Area (Square Miles),Maximum Discharge,Spillway Type,Spillway Width (feet),Number of Locks,Length of Locks (feet),Lock Width (feet),Year Modified,Outlet Gates,Number of Associated Structures,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Dam Condition Assessment,Recent Dam Assessment Date,Emergency Action Plan (EAP) Prepared,Emergency Action Plan (EAP) Last Reviewed Date,SE_ANNO_CAD_DATA,Former Names,Is Associated Structure?,American Indian/Alaska Native/Native Hawaiian,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,Natural Resources Conservation Service (NRCS) Watershed Dam Authorization,Operational Status,Operational Status Date,Website URL,x,y
89255,CA00060,,CA00060,9/13/2024 12:00:00 PM,Reservoir No. 5,,Local Government,Local Government,4.007,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.210837,-118.331609,California,"Los Angeles, California",Burbank,0.1,Offstream,"Congressional District 30, California",Adam B. Schiff (D),,,,,,,,,Water Supply,Water Supply,Other,Other,,,36,34,,36,870,,1949,77,77,,3,,,,,,,,,,,2/27/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,8/8/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-118.331609,34.210837
89258,CA01149,,CA01149,4/2/2025 12:00:00 PM,Leland Meadows,,Public Utility,Public Utility,559,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.2335,-119.9808,California,"Tuolumne, California",,,Leland Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Recreation, Water Supply",Earth,Earth,,,17,10,,17,350,,1978,79,79,,9,0.37,,,,,,,,,,7/12/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.9808,38.2335
89260,CA01546,,CA01546,9/13/2024 12:00:00 PM,New Calaveras,,Local Government,Local Government,10.027,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.4952,-121.8178,California,"Alameda, California",Fremont,15,Calaveras Creek,"Congressional District 14, California",Eric Swalwell (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,210,194,,210,1210,,2018,96850,96850,,1435,98.4,,,,,,,,,,1/26/2024 12:00:00 PM,1,High,Satisfactory,10/18/2018 12:00:00 PM,,4/20/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.8178,37.4952000000001
89265,CA10310,,CA10310,5/17/2021 12:00:00 PM,Lower Abbott Dam,,Federal,Federal,050751 900-310,0,,No,No,,,,,,USDA FS,36.234966,-121.481049,California,"Monterey, California",FREDS CAMP,0.5,ABBOTT,"Congressional District 18, California",Jimmy Panetta (D),Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,,Recreation,"Fish and Wildlife Pond, Recreation",Earth,Earth,,,10,10,13,13,300,,1938,110,110,100,,1,30,Uncontrolled,,,,,,,,8/1/2011 12:00:00 PM,,Significant,Not Rated,,,,System.Byte[],,No,,Yes,No,N/A,,,https://www.fs.usda.gov/eng/dams/,-121.481049,36.234966
89558,CA01115,S001,CA01115S001,12/4/2025 8:38:49 PM,Mem Dike,,"Federal, Tribal Government",Federal,,1,Unknown,No,No,No,,No,No,No,DOI BIA,39.8775,-122.2216,California,"Tehama, California",Kirkwood,4.3,Brannin Creek,"Congressional District 01, California",,Bureau of Indian Affairs,Bureau of Indian Affairs,,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Irrigation,"Fish and Wildlife Pond, Irrigation",Earth,Earth,Stone,Soil,13,8,13,13,1800,,1976,,830,356,66,0.92,,,,0,0,0,,,CA01115,10/27/2020 12:00:00 PM,5,Undetermined,Satisfactory,11/16/2022 12:00:00 PM,,,System.Byte[],,Yes,Paskenta Rancheria,Yes,No,,Normal Operations,11/16/2022 12:00:00 PM,https://www.bia.gov/bia/ots/dwp/safety-dams,-122.2216,39.8775000000001
89573,CA00923,,CA00923,9/13/2024 12:00:00 PM,Shedd,,Private,Private,1125.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,41.6286,-120.4047,California,"Modoc, California",,,Tr Nfk Pit Rv,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,22,18,,22,482,,1962,100,100,,13,0.23,,,,,,,,,,10/25/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.4047,41.6286000000001
89574,CA00859,,CA00859,1/19/2024 12:00:00 PM,Ralston Afterbay,,Local Government,Local Government,02079-07-01,0,McCreary-Koretsky,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,39.0043,-120.7464,California,"Placer, California",Auburn,28,Rubicon River                 ,"Congressional District 03, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Irrigation,"Hydroelectric, Irrigation, Recreation, Water Supply",Concrete,"Concrete, Gravity",,,89,79,89,89,560,,1966,2780,2780,2700,83,214,159000,Controlled,200,,,,,Tainter (radial) - 5,,8/23/2023 12:00:00 PM,1,High,Fair,9/29/2023 12:00:00 PM,,12/20/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Under Remediation,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.7464,39.0043000000001
89576,CA10185,,CA10185,11/21/2024 12:00:00 PM,Senator Wash Dam,Senator Wash Reservoir,Federal,Federal,,2,BUREAU OF RECLAMATION,No,No,No,,No,No,No,DOI BR,32.91,-114.4783,California,"Imperial, California",,0,SENATOR WASH,"Congressional District 25, California",Juan Vargas (D),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,,Water Supply,Water Supply,Earth,Earth,,,84,84,96,96,2342,,1966,17766,17766,9144,470,20.43,0,Uncontrolled,20,0,0,0,"1992 - Hydraulic, 1992 - Other",,"CA10185S001, CA10185S002",3/10/2021 12:00:00 PM,4,High,Not Available,,,5/5/2023 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-114.4783,32.91
89577,CA01441,,CA01441,9/13/2024 12:00:00 PM,Cajalco Creek,,Public Utility,Public Utility,35.021,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.8361,-117.3643,California,"Riverside, California",Riverside,8,Cajalco Creek,"Congressional District 41, California",Mark Takano (D),,,,,,,,,Debris Control,"Debris Control, Water Supply",Earth,Earth,,,46,35,,46,2287,,2001,889,889,,74.4,,,,,,,,,,,11/2/2023 12:00:00 PM,1,Significant,Satisfactory,9/1/2017 12:00:00 PM,,2/23/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.3643,33.8361
89578,CA10327,,CA10327,5/17/2021 12:00:00 PM,Cummings Res No 2,Upper Cummings,Federal,Federal,050955 9121,0,,No,No,,,,,,USDA FS,41.54444444,-120.6444444,California,"Modoc, California",,,,"Congressional District 01, California",Doug LaMalfa (R),Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,,Irrigation,Irrigation,Earth,Earth,,,7,,7,7,1394,,1910,300,,300,,,,Controlled,20,,,,,Valve,,8/31/2010 12:00:00 PM,10,Low,Not Rated,,,,System.Byte[],,No,,Yes,No,N/A,,,https://www.fs.usda.gov/eng/dams/,-120.6444444,41.5444444400001
89579,CA01076,,CA01076,9/13/2024 12:00:00 PM,Chorro Creek,,State,State,1.072,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,35.3369,-120.6881,California,"San Luis Obispo, California",San Luis Obispo Unincorporated,1,Chorro Creek,"Congressional District 24, California",Salud O. Carbajal (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,77,62,,77,500,,1941,90,90,,10,3.22,,,,,,,,,,4/24/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,7/30/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.6881,35.3369000000001
89580,CA01187,,CA01187,9/13/2024 12:00:00 PM,Deer Creek,,Private,Private,3414,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.6529,-122.426,California,"Napa, California",,,Tr Pope Creek,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,40,35,,40,1085,,1980,103,103,,5.7,0.56,,,,,,,,,,5/1/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.426,38.6529
89917,CA00427,S002,CA00427S002,4/29/2025 12:00:00 PM,Utica Auxiliary No. 3,,Private,Private,11563-03-03,4,,Yes,,No,,No,No,No,FERC,38.4387,-120.0048,California,"Alpine, California",Dorrington                                        ,17,North Fork Stanislaus River  -,"Congressional District 03, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,"Hydroelectric, Recreation, Water Supply",Rockfill,Rockfill,,,10,9,9,10,91,,1903,2500,2500,2350,233.5,15,2700,Uncontrolled,91,,,,,,"CA00427, CA00427S001, CA00427S003, CA00427S004",8/9/2022 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,12/6/2021 12:00:00 PM,System.Byte[],,Yes,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.0048,38.4387
89928,CA00242,,CA00242,1/19/2024 12:00:00 PM,Mcswain,,Public Utility,Public Utility,02179-01-01,0,,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,37.521,-120.3109,California,"Mariposa, California",Snelling                                          ,8,Merced River                  ,"Congressional District 05, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,"Hydroelectric, Irrigation, Recreation",Rockfill,"Earth, Rockfill",Buttress,Unlisted/Unknown,97,50,,97,1620,,1966,9730,9730,8255,310,1054,250000,Uncontrolled,625,,,,,,,8/8/2023 12:00:00 PM,1,High,Fair,9/29/2023 12:00:00 PM,,12/29/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Under Remediation,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.3109,37.5210000000001
89929,CA00676,,CA00676,4/2/2025 12:00:00 PM,Lake Ranch,,Public Utility,Public Utility,622,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.2211,-122.0524,California,"Santa Clara, California",Saratoga (NW) and Lenihan €,2.5,Beardsley Creek,"Congressional District 16, California",Anna G. Eshoo (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,38,27,,38,160,,1877,215,215,,18,0.7,,,,,,,,,,4/17/2024 12:00:00 PM,1,High,Satisfactory,8/23/2021 12:00:00 PM,,6/6/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.0524,37.2211
89930,CA00948,,CA00948,9/13/2024 12:00:00 PM,Albaugh No. 1,,Private,Private,1242,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,41.1417,-121.0013,California,"Lassen, California",,,Tr Pit River,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Other,"Other, Water Supply",Earth,Earth,,,21,16,,21,835,,1953,335,335,,60,2,,,,,,,,,,5/8/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.0013,41.1417000000001
89931,CA00658,,CA00658,9/13/2024 12:00:00 PM,Bear Gulch,,Private,Private,581.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.4315,-122.2276,California,"San Mateo, California",Menlo Park,0,Tr San Fran Bay,"Congressional District 16, California",Anna G. Eshoo (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,61,56,,61,730,,1896,725.45,725.45,,25,0.15,69.9,,,,,,,,,5/15/2024 12:00:00 PM,1,High,Poor,1/5/2022 12:00:00 PM,,4/30/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.2276,37.4315
89932,CA00574,,CA00574,9/13/2024 12:00:00 PM,Maxville,,Private,Private,411,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.5613,-122.3808,California,"Napa, California",St. Helena,0.2,Maxwell Creek,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,37,32,,37,330,,1953,183,183,,15,0.71,,,,,,,,,,1/18/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.3808,38.5613000000001
89934,CA01513,,CA01513,9/13/2024 12:00:00 PM,Cloverswale,,Private,Private,112.005,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,41.5315,-120.8367,California,"Modoc, California","Canby, CA",9,Tr Witcher Crk,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,21,17,,21,490,,1973,4620,4620,,462,4.7,,,,,,,,,,6/26/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.8367,41.5315000000001
89937,CA01161,,CA01161,9/13/2024 12:00:00 PM,Lower Sunset Debris Basin,,Local Government,Local Government,32.034,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.1956,-118.297,California,"Los Angeles, California",Burbank,0,Sunset Canyon,"Congressional District 30, California",Adam B. Schiff (D),,,,,,,,,Debris Control,"Debris Control, Flood Risk Reduction",Earth,Earth,,,86,70,,86,379,,1963,37,37,,2,1.1,,,,,,,,,,9/20/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,8/13/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-118.297,34.1956000000001
89939,CA01454,,CA01454,11/12/2024 12:00:00 PM,Olivenhain,,Local Government,Local Government,2033.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.072,-117.1416,California,"San Diego, California",Rancho Santa Fe,3,Tr Escondido Creek,"Congressional District 50, California",Mike Levin (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Roller-Compacted Concrete,Roller-Compacted Concrete,,,309,306,,309,2500,,2003,24900,24900,,203,0.64,,,,,,,,,,5/22/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,9/16/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.1416,33.0720000000001
90294,CA00306,,CA00306,9/13/2024 12:00:00 PM,Redhawk Lake,,Public Utility,Public Utility,82,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.3256,-120.4944,California,"Calaveras, California",,,Nfk Calaveras Riv,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,33,28,,33,780,,1882,2760,2760,,80,2.5,,,,,,,,,,4/4/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,12/14/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.4944,38.3256000000001
90295,CA00684,,CA00684,9/13/2024 12:00:00 PM,Selvage #2,,Private,Private,625,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.0483,-121.6254,California,"Santa Clara, California","Gilroy, CA",1,Tr Llagas Cr,"Congressional District 18, California",Zoe Lofgren (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,42,36,,42,440,,1948,24,24,,2,0.11,,,,,,,,,,7/11/2023 12:00:00 PM,1,Low,Poor,7/20/2018 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.6254,37.0483
90297,CA01101,,CA01101,9/13/2024 12:00:00 PM,Eagle Ranch,,Private,Private,747,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,35.4134,-120.6801,California,"San Luis Obispo, California","Atascadero, CA",0,Hale Creek,"Congressional District 24, California",Salud O. Carbajal (D),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,55,49,,55,370,,1974,300,300,,19,1.39,,,,,,,,,,4/25/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.6801,35.4134
90298,CA01114,,CA01114,11/25/2024 12:00:00 PM,Bear Valley Sh,,Public Utility,Public Utility,1088,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.4549,-120.0343,California,"Alpine, California",Bear Valley,0.5,Tr Bloods Creek,"Congressional District 03, California",Tom McClintock (R),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,43,38,,43,520,,1975,346,346,,16,0.1,,,,,,,,,,6/27/2024 12:00:00 PM,1,Significant,Satisfactory,9/1/2017 12:00:00 PM,,8/19/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.0343,38.4549000000001
90299,CA01079,,CA01079,4/2/2025 12:00:00 PM,East Glorietta,,Local Government,Local Government,5.009,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.1891,-118.2269,California,"Los Angeles, California",Verdugo Woodlands,0,Tr Verdugo Can,"Congressional District 30, California",Adam B. Schiff (D),,,,,,,,,Water Supply,Water Supply,Other,Other,,,22,20,,22,1730,,1932,71,71,,4,,,,,,,,,,,7/25/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,11/23/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-118.2269,34.1891000000001
90629,CA00417,,CA00417,1/19/2024 12:00:00 PM,Iron Canyon,,Private,Private,02106-02-01,0,,Yes,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,41.041622,-121.985223,California,"Shasta, California",Redding                                           ,40,Iron Canyon Creek             ,"Congressional District 01, California",Doug LaMalfa (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Earth,Earth,,,214,204,214,214,1130,,1965,24241,,24241,506,11,10500,Uncontrolled,188,,,,,,,7/27/2023 12:00:00 PM,1,High,Satisfactory,9/29/2023 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-121.985223,41.0416220000001
90630,CA00629,,CA00629,9/13/2024 12:00:00 PM,Scott Lake,,Private,Private,511,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.7639,-119.9637,California,"Alpine, California",,,Tr Wfk Carson R,"Congressional District 03, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,35,27,,35,390,,1926,600,600,,30,1,,,,,,,,,,10/13/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.9637,38.7639
90631,CA00632,,CA00632,4/2/2025 12:00:00 PM,Lost Lake East,,Public Utility,Public Utility,512,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.6461,-119.9475,California,"Alpine, California",,,Lost Creek,"Congressional District 03, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,15,11,,15,240,,1925,230,230,,20,0.1,,,,,,,,,,10/12/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.9475,38.6461
90632,CA00749,,CA00749,9/13/2024 12:00:00 PM,Syphon Canyon,,Public Utility,Public Utility,1029.004,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.7097,-117.7326,California,"Orange, California",Irvine,0,Tr Newport Bay,"Congressional District 40, California",Katie Porter (D),,,,,,,,,Other,"Irrigation, Other",Earth,Earth,,,59,52,,59,843,,1949,578,578,,28,,,,,,,,,,,3/25/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,4/29/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.7326,33.7097000000001
90633,CA00895,,CA00895,11/11/2024 12:00:00 PM,Patterson,,Local Government,Local Government,1065,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.5417,-122.0847,California,"Alameda, California",,,Offstream,"Congressional District 14, California",Eric Swalwell (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,100,100,,100,1306,,1962,46,46,,2,,,,,,,,,,,2/8/2024 12:00:00 PM,1,Significant,Fair,9/1/2017 12:00:00 PM,,11/1/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.0847,37.5417
90634,CA00605,,CA00605,11/12/2024 12:00:00 PM,Hamel,,Private,Private,459,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.305,-121.0586,California,"Sacramento, California",,,Tr Dry Creek,"Congressional District 07, California",Ami Bera (D),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,26,19,,26,400,,1957,350,350,,36,0.73,,,,,,,,,,1/30/2024 12:00:00 PM,1,Significant,Satisfactory,9/1/2017 12:00:00 PM,,6/5/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.0586,38.3050000000001
90635,CA00226,,CA00226,9/13/2024 12:00:00 PM,Anderson Cottonwood,,Public Utility,Public Utility,51,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,40.5922,-122.3944,California,"Shasta, California",Redding,0,Sacramento Rever,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Other,"Irrigation, Other",Buttress,Buttress,,,24,15,,24,455,,1917,1240,1240,,190,6860,,,,,,,,,,6/13/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.3944,40.5922
90638,CA01157,,CA01157,9/13/2024 12:00:00 PM,Sawpit Debris Basin,,Local Government,Local Government,32.031,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.1683,-117.9931,California,"Los Angeles, California",Monrovia,0,Sawpit Wash,"Congressional District 28, California",Judy Chu (D),,,,,,,,,Debris Control,"Debris Control, Flood Risk Reduction, Water Supply",Earth,Earth,,,82,64,,82,520,,1955,152,152,,6,2.87,,,,,,,,,,8/6/2024 12:00:00 PM,1,High,Fair,9/1/2017 12:00:00 PM,,8/13/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.9931,34.1683
90999,CA00641,,CA00641,9/13/2024 12:00:00 PM,Heenan Lake,,State,State,1.083,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.6553,-119.6648,California,"Alpine, California",,,Tr Efk Carson R,"Congressional District 03, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,39,34,,39,600,,1929,3100,3100,,124,4.2,,,,,,,,,,5/29/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.6648,38.6553000000001
